ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Invoice Date,Due Date,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Status,LineAmountType
TG Branding,,,,,,,,,,00000746,29/01/2025,20/02/2025,106.95,,.,1,106.95,106.95,459,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001309,28/11/2025,20/12/2025,107.61,,.,1,107.61,107.61,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000457,29/07/2024,20/08/2024,108.1,,.,1,108.1,108.1,459,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00001182,28/08/2025,20/09/2025,109.25,,.,1,109.25,109.25,287,BAS Excluded,0.0,,,,,,Draft,
CI Safety & Apparel,,,,,,,,,,00001162,20/08/2025,20/09/2025,109.48,,.,1,109.48,109.48,459,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000195,30/11/2023,30/12/2023,109.72,,.,1,109.72,109.72,211,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001381,31/01/2026,20/02/2026,110.4,,.,1,110.4,110.4,472,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000029,15/05/2023,30/06/2023,112.7,,connector cases,1,112.7,112.7,210,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000170,13/10/2023,30/11/2023,113.11,,.,1,113.11,113.11,211,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000305,08/03/2024,20/04/2024,115.0,,.,1,115.0,115.0,410,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000819,13/03/2025,20/04/2025,115.0,,.,1,115.0,115.0,308,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00001176,01/08/2025,20/09/2025,115.0,,.,1,115.0,115.0,463,BAS Excluded,0.0,,,,,,Draft,
Installation and Piping Services Ltd,,,,,,,,,,00001408,19/01/2026,20/02/2026,115.0,,.,1,115.0,115.0,450,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000640,12/11/2024,20/12/2024,116.1,,.,1,116.1,116.1,335,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00001137,01/08/2025,20/09/2025,116.73,,.,1,116.73,116.73,335,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000346,19/04/2024,20/05/2024,116.74,,.,1,116.74,116.74,211,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000484,13/08/2024,20/09/2024,118.01,,.,1,118.01,118.01,430,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00001265,17/10/2025,20/11/2025,118.15,,.,1,118.15,118.15,210,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000276,26/02/2024,20/03/2024,119.79,,.,1,119.79,119.79,430,BAS Excluded,0.0,,,,,,Draft,
Audio Active (2006) Limited,,,,,,,,,,00001363,22/12/2025,20/01/2026,120.0,,.,1,120.0,120.0,410,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000613,01/11/2024,20/12/2024,122.34,,.,1,122.34,122.34,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000237,16/01/2024,20/02/2024,122.41,,.,1,122.41,122.41,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000218,05/12/2023,20/01/2024,123.16,,.,1,123.16,123.16,210,BAS Excluded,0.0,,,,,,Draft,
Accessman Waikato,,,,,,,,,,00000898,27/09/2024,20/10/2024,125.35,,.,1,125.35,125.35,210,BAS Excluded,0.0,,,,,,Draft,
Warehouse Stationery,,,,,,,,,,00000429,15/07/2024,20/08/2024,125.49,,.,1,125.49,125.49,431,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00001051,25/07/2025,20/08/2025,127.36,,.,1,127.36,127.36,210,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001054,26/07/2025,20/08/2025,128.71,,.,1,128.71,128.71,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00001043,28/07/2025,20/08/2025,129.88,,.,1,129.88,129.88,459,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000020,22/05/2023,07/06/2023,131.26,,Electricity,1,131.26,131.26,325,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000573,29/10/2024,20/11/2024,132.13,,.,1,132.13,132.13,430,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00001023,17/06/2025,20/07/2025,132.25,,.,1,132.25,132.25,463,BAS Excluded,0.0,,,,,,Draft,
Argus Fire Protection,,,,,,,,,,00000648,14/11/2024,20/12/2024,134.55,,.,1,134.55,134.55,450,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000682,31/12/2024,20/01/2025,135.7,,.,1,135.7,135.7,313,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00001345,31/12/2025,20/01/2026,135.7,,.,1,135.7,135.7,313,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000100,21/08/2023,20/09/2023,135.97,,.,1,135.97,135.97,463,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000277,29/02/2024,20/03/2024,136.39,,.,1,136.39,136.39,430,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000479,23/08/2024,20/09/2024,136.8,,.,1,136.8,136.8,210,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00000721,28/01/2025,20/02/2025,137.02,,.,1,137.02,137.02,210,BAS Excluded,0.0,,,,,,Draft,
2 Degrees,,,,,,,,,,00001190,30/09/2025,20/10/2025,137.8,,.,1,137.8,137.8,464,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000251,19/01/2024,20/02/2024,137.83,,.,1,137.83,137.83,210,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000477,31/08/2024,20/09/2024,138.0,,.,1,138.0,138.0,313,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000765,11/02/2025,20/03/2025,138.0,,.,1,138.0,138.0,210,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001140,16/08/2025,20/09/2025,138.16,,.,1,138.16,138.16,335,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000894,18/02/2025,20/03/2025,138.58,,.,1,138.58,138.58,457,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000024,31/05/2023,30/06/2023,139.0,,Rubbish Bins,1,139.0,139.0,472,BAS Excluded,0.0,,,,,,Draft,
Competenz,,,,,,,,,,00000510,21/08/2024,20/09/2024,140.0,,.,1,140.0,140.0,458,BAS Excluded,0.0,,,,,,Draft,
Ideal Rexel Group,,,,,,,,,,00000502,27/08/2024,20/09/2024,140.55,,.,1,140.55,140.55,450,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000050,30/06/2023,30/07/2023,143.75,,.,1,143.75,143.75,287,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00001066,18/07/2025,20/08/2025,144.33,,.,1,144.33,144.33,210,BAS Excluded,0.0,,,,,,Draft,
Warehouse Stationery,,,,,,,,,,00000258,20/02/2024,20/03/2024,144.98,,.,1,144.98,144.98,431,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00001121,09/08/2025,20/09/2025,146.15,,.,1,146.15,146.15,210,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000044,30/06/2023,20/07/2023,147.1,,.,1,147.1,147.1,472,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000037,08/06/2023,20/07/2023,148.91,,.,1,148.91,148.91,211,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00001196,17/09/2025,20/10/2025,149.5,,.,1,149.5,149.5,210,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000400,18/06/2024,20/07/2024,149.62,,.,1,149.62,149.62,211,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000272,01/02/2024,30/03/2024,149.64,,.,1,149.64,149.64,430,BAS Excluded,0.0,,,,,,Draft,
TG Branding,,,,,,,,,,00001170,03/08/2025,20/09/2025,149.73,,.,1,149.73,149.73,459,BAS Excluded,0.0,,,,,,Draft,
Audio Active (2006) Limited,,,,,,,,,,00001385,15/01/2026,20/02/2026,150.0,,.,1,150.0,150.0,410,BAS Excluded,0.0,,,,,,Draft,
BNT,,,,,,,,,,00000343,05/04/2024,20/05/2024,150.28,,.,1,150.28,150.28,410,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000952,30/05/2025,20/06/2025,150.58,,.,1,150.58,150.58,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000650,01/11/2024,20/12/2024,152.06,,.,1,152.06,152.06,210,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000076,31/07/2023,20/08/2023,153.75,,.,1,153.75,153.75,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000225,31/12/2023,20/01/2024,153.75,,.,1,153.75,153.75,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000248,20/02/2024,20/03/2024,153.75,,.,1,153.75,153.75,472,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000642,08/11/2024,20/12/2024,154.45,,.,1,154.45,154.45,211,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000552,30/09/2024,20/10/2024,154.91,,.,1,154.91,154.91,287,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000857,23/04/2025,08/05/2025,157.0,,.,1,157.0,157.0,325,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001413,03/01/2026,20/02/2026,238.92,,.,1,238.92,238.92,210,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000156,13/10/2023,30/11/2023,158.7,,.,1,158.7,158.7,211,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000274,21/02/2024,20/03/2024,159.81,,.,1,159.81,159.81,430,BAS Excluded,0.0,,,,,,Draft,
TG Branding,,,,,,,,,,00000413,11/06/2024,20/07/2024,159.81,,.,1,159.81,159.81,459,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000340,10/04/2024,30/05/2024,159.85,,.,1,159.85,159.85,210,BAS Excluded,0.0,,,,,,Draft,
BNT,,,,,,,,,,00001112,05/08/2025,20/09/2025,161.0,,.,1,161.0,161.0,410,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001415,12/01/2026,20/02/2026,161.72,,.,1,161.72,161.72,210,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001055,28/07/2025,20/08/2025,161.9,,.,1,161.9,161.9,211,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00000853,01/04/2025,20/05/2025,162.42,,.,1,162.42,162.42,463,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000761,18/02/2025,20/03/2025,163.24,,.,1,163.24,163.24,463,BAS Excluded,0.0,,,,,,Draft,
Aotea Waikato Ltd,,,,,,,,,,00000906,24/04/2025,14/05/2025,164.45,,.,1,164.45,164.45,450,BAS Excluded,0.0,,,,,,Draft,
NZ Safety Blackwoods,,,,,,,,,,00000311,15/03/2024,20/04/2024,166.63,,.,1,166.63,166.63,430,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000264,16/02/2024,20/03/2024,166.75,,.,1,166.75,166.75,210,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00001128,25/08/2025,20/09/2025,167.05,,.,1,167.05,167.05,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00001047,04/07/2025,20/08/2025,169.05,,.,1,169.05,169.05,463,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00000955,31/05/2025,20/06/2025,169.67,,.,1,169.67,169.67,450,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000167,10/10/2023,30/11/2023,170.09,,.,1,170.09,170.09,210,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000239,18/01/2024,20/02/2024,170.2,,.,1,170.2,170.2,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001390,19/01/2026,20/02/2026,171.55,,.,1,171.55,171.55,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001014,19/06/2025,20/07/2025,171.6,,.,1,171.6,171.6,463,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000306,07/03/2024,20/04/2024,171.84,,.,1,171.84,171.84,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000808,03/03/2025,20/04/2025,174.23,,.,1,174.23,174.23,463,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00000220,10/12/2023,20/01/2024,174.78,,.,1,174.78,174.78,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00001131,19/08/2025,20/09/2025,175.09,,.,1,175.09,175.09,210,BAS Excluded,0.0,,,,,,Draft,
Argus Fire Protection,,,,,,,,,,00000116,31/07/2023,20/08/2023,177.1,,.,1,177.1,177.1,450,BAS Excluded,0.0,,,,,,Draft,
Warehouse Stationery,,,,,,,,,,00000866,08/04/2025,20/05/2025,178.0,,.,1,178.0,178.0,431,BAS Excluded,0.0,,,,,,Draft,
Argus Fire Protection,,,,,,,,,,00001377,30/01/2026,19/02/2026,179.4,,.,1,179.4,179.4,450,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000667,05/12/2024,20/01/2025,179.95,,.,1,179.95,179.95,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000720,20/01/2025,20/02/2025,183.57,,.,1,183.57,183.57,211,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000204,21/11/2023,30/12/2023,185.15,,.,1,185.15,185.15,325,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000675,05/12/2024,20/01/2025,185.85,,.,1,185.85,185.85,210,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001002,18/06/2025,20/07/2025,186.46,,.,1,186.46,186.46,211,BAS Excluded,0.0,,,,,,Draft,
BNT,,,,,,,,,,00001200,23/09/2025,20/10/2025,186.88,,.,1,186.88,186.88,410,BAS Excluded,0.0,,,,,,Draft,
Zoom Printing,,,,,,,,,,00000016,24/05/2023,20/06/2023,187.45,,.,1,187.45,187.45,431,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000317,31/03/2024,20/04/2024,189.75,,.,1,189.75,189.75,313,BAS Excluded,0.0,,,,,,Draft,
Warehouse Stationery,,,,,,,,,,00000687,01/12/2024,20/01/2025,190.63,,.,1,190.63,190.63,431,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000768,14/02/2025,20/03/2025,191.83,,.,1,191.83,191.83,210,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000618,06/11/2024,20/12/2024,194.28,,.,1,194.28,194.28,211,BAS Excluded,0.0,,,,,,Draft,
BNT,,,,,,,,,,00000234,16/02/2024,20/03/2024,195.1,,.,1,195.1,195.1,410,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000809,06/03/2025,20/04/2025,195.44,,.,1,195.44,195.44,210,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000428,12/07/2024,20/08/2024,195.5,,.,1,195.5,195.5,287,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00001069,15/07/2025,20/08/2025,195.5,,.,1,195.5,195.5,287,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00001191,30/09/2025,20/10/2025,195.5,,.,1,195.5,195.5,313,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000875,30/06/2024,20/07/2024,197.3,,.,1,197.3,197.3,472,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000566,25/10/2024,20/11/2024,198.81,,.,1,198.81,198.81,210,BAS Excluded,0.0,,,,,,Draft,
Audio Active (2006) Limited,,,,,,,,,,00001206,12/09/2025,02/10/2025,200.0,,.,1,200.0,200.0,410,BAS Excluded,0.0,,,,,,Draft,
Audio Active (2006) Limited,,,,,,,,,,00001207,12/09/2025,20/10/2025,200.0,,.,1,200.0,200.0,410,BAS Excluded,0.0,,,,,,Draft,
Ideal Electrical,,,,,,,,,,00001425,05/01/2026,20/02/2026,201.81,,.,1,201.81,201.81,450,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001156,31/08/2025,20/09/2025,202.4,,.,1,202.4,202.4,335,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001256,31/10/2025,20/11/2025,202.4,,.,1,202.4,202.4,335,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001279,30/11/2025,30/12/2025,202.4,,.,1,202.4,202.4,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001502,28/02/2026,20/03/2026,202.4,,.,1,202.4,202.4,472,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000802,31/03/2025,31/03/2025,203.55,,.,1,203.55,203.55,313,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000143,30/09/2023,30/10/2023,205.0,,.,1,205.0,205.0,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000288,29/02/2024,20/03/2024,205.0,,.,1,205.0,205.0,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000874,31/05/2024,20/06/2024,205.0,,.,1,205.0,205.0,472,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00001407,31/01/2026,20/02/2026,206.72,,.,1,206.72,206.72,313,BAS Excluded,0.0,,,,,,Draft,
Elgas NZ Ltd,,,,,,,,,,00000027,31/05/2023,30/06/2023,207.0,,Forklift,1,207.0,207.0,325,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001010,30/06/2025,20/07/2025,207.0,,.,1,207.0,207.0,472,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00001094,25/07/2025,20/08/2025,207.0,,.,1,207.0,207.0,458,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00001338,31/12/2025,20/01/2026,207.0,,.,1,207.0,207.0,472,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000036,28/06/2023,20/07/2023,207.45,,Double ended drill bits,1,207.45,207.45,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000452,09/07/2024,20/08/2024,209.3,,.,1,209.3,209.3,210,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000242,31/01/2024,20/02/2024,209.63,,.,1,209.63,209.63,210,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00001403,27/01/2026,20/02/2026,210.74,,.,1,210.74,210.74,459,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00001472,18/02/2026,20/03/2026,210.74,,.,1,210.74,210.74,211,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000262,21/02/2024,20/03/2024,211.51,,.,1,211.51,211.51,325,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000942,31/05/2025,20/06/2025,212.87,,.,1,212.87,212.87,472,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000240,31/01/2024,20/02/2024,213.9,,.,1,213.9,213.9,211,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00001177,16/09/2025,20/10/2025,214.5,,.,1,214.5,214.5,459,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001169,01/09/2025,20/10/2025,214.62,,.,1,214.62,214.62,211,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000310,21/03/2024,20/04/2024,216.3,,.,1,216.3,216.3,325,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000046,21/06/2023,20/07/2023,220.72,,.,1,220.72,220.72,325,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000664,12/12/2024,20/01/2025,221.95,,.,1,221.95,221.95,211,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000877,30/09/2024,20/10/2024,222.92,,.,1,222.92,222.92,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000879,30/11/2024,20/12/2024,222.92,,.,1,222.92,222.92,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000880,31/12/2024,20/01/2025,222.92,,.,1,222.92,222.92,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000824,31/03/2025,20/04/2025,222.92,,.,1,222.92,222.92,472,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000804,20/03/2025,20/04/2025,225.47,,.,1,225.47,225.47,210,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000115,21/08/2023,20/09/2023,225.68,,.,1,225.68,225.68,325,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000063,21/07/2023,08/08/2023,226.09,,.,1,226.09,226.09,325,BAS Excluded,0.0,,,,,,Draft,
Bunnings Limited,,,,,,,,,,00000570,30/10/2024,20/11/2024,226.28,,.,1,226.28,226.28,210,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000872,31/08/2024,20/09/2024,227.4,,.,1,227.4,227.4,472,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000881,31/01/2025,20/02/2025,227.4,,.,1,227.4,227.4,472,BAS Excluded,0.0,,,,,,Draft,
Edwards Law,,,,,,,,,,00000025,31/05/2023,20/06/2023,227.7,,Motor Vehicle Policy,1,227.7,227.7,376,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000537,16/09/2024,20/10/2024,227.7,,.,1,227.7,227.7,463,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000708,07/01/2025,20/02/2025,228.0,,.,1,228.0,228.0,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000748,07/01/2025,20/02/2025,228.0,,.,1,228.0,228.0,450,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000332,28/04/2024,20/05/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000403,28/06/2024,20/07/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000465,28/07/2024,20/08/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000476,28/08/2024,17/09/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000542,28/09/2024,18/10/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000568,28/10/2024,20/11/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000660,28/11/2024,20/12/2024,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000662,28/12/2024,20/01/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000697,28/01/2025,20/02/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000783,28/02/2025,20/03/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000840,28/03/2025,20/04/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00000918,28/04/2025,20/05/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001036,28/06/2025,20/07/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001081,28/07/2025,17/08/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001118,28/08/2025,20/09/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001187,28/09/2025,18/10/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001261,28/10/2025,20/11/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001283,28/10/2025,20/11/2025,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001364,28/12/2025,20/01/2026,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Webgenius,,,,,,,,,,00001420,28/01/2026,20/02/2026,228.85,,.,1,228.85,228.85,313,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000546,13/09/2024,20/10/2024,229.31,,.,1,229.31,229.31,210,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000439,31/07/2024,20/08/2024,230.0,,.,1,230.0,230.0,313,BAS Excluded,0.0,,,,,,Draft,
