ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Invoice Date,Due Date,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Status,LineAmountType
Pulse Energy Alliance LP,,,,,,,,,,00001438,23/02/2026,20/03/2026,363.79,,.,1,363.79,363.79,325,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000093,02/08/2023,20/09/2023,364.01,,.,1,364.01,364.01,211,BAS Excluded,0.0,,,,,,Draft,
Spark NZ,,,,,,,,,,00000935,30/04/2025,20/05/2025,364.25,,.,1,364.25,364.25,464,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000916,15/04/2025,20/05/2025,364.32,,.,1,364.32,364.32,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000702,14/01/2025,20/02/2025,367.15,,.,1,367.15,367.15,211,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000318,31/03/2024,20/04/2024,368.0,,.,1,368.0,368.0,313,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001421,16/01/2026,20/02/2026,369.73,,.,1,369.73,369.73,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000227,23/12/2023,20/01/2024,370.5,,.,1,370.5,370.5,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000250,15/01/2024,20/02/2024,372.08,,.,1,372.08,372.08,210,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00001273,21/11/2025,20/12/2025,372.55,,.,1,372.55,372.55,325,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000017,10/05/2023,20/06/2023,373.75,,.,1,373.75,373.75,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000263,07/02/2024,20/03/2024,375.39,,.,1,375.39,375.39,210,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00001366,23/12/2025,20/01/2026,378.72,,.,1,378.72,378.72,325,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001208,23/09/2025,20/10/2025,378.83,,.,1,378.83,378.83,211,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00000595,21/10/2024,20/11/2024,379.5,,.,1,379.5,379.5,458,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00001153,25/08/2025,20/09/2025,379.5,,.,1,379.5,379.5,458,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000101,27/08/2023,20/09/2023,380.21,,.,1,380.21,380.21,210,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00001074,31/07/2025,20/08/2025,382.95,,.,1,382.95,382.95,313,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00001503,27/02/2026,20/03/2026,385.25,,.,1,385.25,385.25,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000558,18/10/2024,20/11/2024,385.48,,.,1,385.48,385.48,211,BAS Excluded,0.0,,,,,,Draft,
JJ Richards,,,,,,,,,,00000873,30/04/2024,20/05/2024,388.75,,.,1,388.75,388.75,472,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000885,23/05/2024,20/06/2024,393.31,,.,1,393.31,393.31,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000150,12/09/2023,30/10/2023,394.34,,.,1,394.34,394.34,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000406,19/06/2024,20/07/2024,398.82,,.,1,398.82,398.82,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000261,19/02/2024,20/03/2024,399.28,,.,1,399.28,399.28,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000197,09/11/2023,30/12/2023,400.09,,.,1,400.09,400.09,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000817,25/03/2025,20/04/2025,400.74,,.,1,400.74,400.74,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000238,17/01/2024,20/02/2024,403.65,,.,1,403.65,403.65,211,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00001096,22/07/2025,20/08/2025,404.53,,.,1,404.53,404.53,325,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001289,02/11/2025,20/12/2025,404.62,,.,1,404.62,404.62,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00001245,21/10/2025,20/11/2025,408.07,,.,1,408.07,408.07,210,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00001184,23/09/2025,20/10/2025,409.5,,.,1,409.5,409.5,325,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000072,05/07/2023,20/08/2023,409.64,,.,1,409.64,409.64,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001448,27/02/2026,20/03/2026,427.9,,.,1,427.9,427.9,211,BAS Excluded,0.0,,,,,,Draft,
Sacked Kiwi,,,,,,,,,,00000692,31/12/2024,20/01/2025,418.18,,.,1,418.18,418.18,457,BAS Excluded,0.0,,,,,,Draft,
Sacked Kiwi,,,,,,,,,,00000790,28/02/2025,20/03/2025,418.18,,.,1,418.18,418.18,457,BAS Excluded,0.0,,,,,,Draft,
Sacked Kiwi,,,,,,,,,,00000948,31/05/2025,20/06/2025,418.18,,.,1,418.18,418.18,317,BAS Excluded,0.0,,,,,,Draft,
Sacked Kiwi,,,,,,,,,,00001012,30/06/2025,31/07/2025,418.18,,.,1,418.18,418.18,317,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001369,31/12/2025,20/01/2026,420.61,,.,1,420.61,420.61,211,BAS Excluded,0.0,,,,,,Draft,
Pyrotek Products Ltd,,,,,,,,,,00000844,03/03/2025,20/04/2025,420.9,,.,1,420.9,420.9,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000710,14/01/2025,20/02/2025,424.95,,.,1,424.95,424.95,211,BAS Excluded,0.0,,,,,,Draft,
Pickett Automotive,,,,,,,,,,00000467,29/07/2024,20/08/2024,426.44,,.,1,426.44,426.44,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001334,19/12/2025,20/01/2026,430.05,,.,1,430.05,430.05,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000430,03/07/2024,20/08/2024,434.53,,.,1,434.53,434.53,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000956,12/05/2025,20/06/2025,434.7,,.,1,434.7,434.7,211,BAS Excluded,0.0,,,,,,Draft,
Installation and Piping Services Ltd,,,,,,,,,,00000909,30/04/2025,20/05/2025,437.0,,.,1,437.0,437.0,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000433,09/07/2024,20/08/2024,448.28,,.,1,448.28,448.28,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000859,23/04/2025,13/05/2025,448.5,,.,1,448.5,448.5,210,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000755,24/01/2025,20/02/2025,448.62,,.,1,448.62,448.62,210,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00000450,09/08/2024,08/09/2024,450.5,,.,1,450.5,450.5,325,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001232,07/10/2025,20/11/2025,451.81,,.,1,451.81,451.81,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000896,05/09/2024,20/10/2024,453.63,,.,1,410.39,410.39,459,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000896,05/09/2024,20/10/2024,453.63,,.,1,43.24,43.24,430,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000091,31/08/2023,20/09/2023,454.25,,.,1,454.25,454.25,287,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00001394,30/01/2026,20/02/2026,454.25,,.,1,454.25,454.25,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000149,07/09/2023,30/10/2023,456.55,,.,1,456.55,456.55,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001178,11/09/2025,20/10/2025,458.05,,.,1,458.05,458.05,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000435,16/07/2024,20/08/2024,458.24,,.,1,458.24,458.24,211,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000104,04/08/2023,20/09/2023,458.85,,.,1,458.85,458.85,463,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000744,06/01/2025,20/02/2025,458.85,,.,1,458.85,458.85,463,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000319,27/03/2024,30/04/2024,461.05,,.,1,461.05,461.05,210,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000127,15/09/2023,20/10/2023,469.42,,.,1,469.42,469.42,463,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000766,14/02/2025,20/03/2025,473.75,,.,1,473.75,473.75,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00001304,30/11/2025,20/12/2025,474.38,,.,1,474.38,474.38,210,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00001414,05/01/2026,20/02/2026,479.73,,.,1,479.73,479.73,210,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001391,20/01/2026,20/02/2026,480.21,,.,1,480.21,480.21,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001003,19/06/2025,20/07/2025,482.63,,.,1,482.63,482.63,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000518,04/09/2024,20/10/2024,486.45,,.,1,486.45,486.45,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000184,15/11/2023,30/12/2023,490.04,,silicone,1,490.04,490.04,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001141,27/08/2025,20/09/2025,490.13,,.,1,490.13,490.13,211,BAS Excluded,0.0,,,,,,Draft,
J.P Marshall Engineering,,,,,,,,,,00000114,29/08/2023,20/09/2023,498.65,,.,1,498.65,498.65,210,BAS Excluded,0.0,,,,,,Draft,
Centra Forklifts,,,,,,,,,,00000654,13/11/2024,20/12/2024,499.04,,.,1,499.04,499.04,410,BAS Excluded,0.0,,,,,,Draft,
Centra Forklifts,,,,,,,,,,00001348,22/12/2025,20/01/2026,499.48,,.,1,499.48,499.48,410,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000298,20/02/2024,20/03/2024,500.0,,Excess for insurance,1,500.0,500.0,410,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00001246,09/10/2025,20/11/2025,500.25,,.,1,500.25,500.25,459,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000147,11/09/2023,30/10/2023,505.2,,Silicone,1,505.2,505.2,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001331,19/12/2025,20/01/2026,506.35,,.,1,506.35,506.35,211,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00001470,18/02/2026,20/03/2026,510.23,,.,1,510.23,510.23,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000198,13/11/2023,30/12/2023,512.33,,.,1,512.33,512.33,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000621,07/11/2024,20/12/2024,512.74,,.,1,512.74,512.74,211,BAS Excluded,0.0,,,,,,Draft,
Installation and Piping Services Ltd,,,,,,,,,,00000474,31/08/2024,20/09/2024,517.5,,.,1,517.5,517.5,450,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000278,26/02/2024,20/03/2024,522.95,,.,1,522.95,522.95,463,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000265,12/02/2024,20/03/2024,526.79,,.,1,526.79,526.79,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000638,19/11/2024,20/12/2024,526.87,,.,1,526.87,526.87,210,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000229,31/12/2023,20/01/2024,528.18,,.,1,528.18,528.18,313,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000252,31/01/2024,20/02/2024,528.18,,.,1,528.18,528.18,313,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000111,31/08/2023,20/09/2023,528.3,,.,1,528.3,528.3,313,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000122,30/09/2023,20/10/2023,528.3,,.,1,528.3,528.3,313,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000487,28/08/2024,20/09/2024,528.59,,.,1,528.59,528.59,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000861,22/04/2025,20/05/2025,529.12,,.,1,529.12,529.12,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000368,10/05/2024,20/06/2024,541.88,,.,1,541.88,541.88,210,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000806,12/03/2025,20/04/2025,552.0,,.,1,552.0,552.0,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001396,14/01/2026,20/02/2026,554.67,,.,1,554.67,554.67,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000012,11/05/2023,30/06/2023,555.68,,.,1,555.68,555.68,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000858,22/04/2025,20/05/2025,559.44,,.,1,559.44,559.44,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000815,24/03/2025,20/04/2025,561.89,,.,1,561.89,561.89,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000434,09/07/2024,20/08/2024,564.79,,.,1,564.79,564.79,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000048,09/06/2023,20/07/2023,567.53,,.,1,567.53,567.53,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001235,13/10/2025,20/11/2025,571.1,,.,1,571.1,571.1,211,BAS Excluded,0.0,,,,,,Draft,
Aotea Waikato Ltd,,,,,,,,,,00001458,30/01/2026,20/02/2026,572.7,,.,1,572.7,572.7,450,BAS Excluded,0.0,,,,,,Draft,
Pulse Energy Alliance LP,,,,,,,,,,00001135,21/08/2025,20/09/2025,575.39,,.,1,575.39,575.39,325,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000372,03/05/2024,20/06/2024,578.45,,.,1,578.45,578.45,463,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000078,05/07/2023,20/08/2023,582.87,,.,1,582.87,582.87,211,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000157,13/10/2023,30/11/2023,585.52,,.,1,585.52,585.52,211,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000035,30/06/2023,20/07/2023,588.68,,.,1,588.68,588.68,313,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000059,31/07/2023,20/08/2023,588.68,,.,1,588.68,588.68,313,BAS Excluded,0.0,,,,,,Draft,
Crown Limited,,,,,,,,,,00000244,17/11/2023,30/12/2023,589.05,,.,1,589.05,589.05,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000629,08/11/2024,20/12/2024,594.15,,.,1,594.15,594.15,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000431,03/07/2024,20/08/2024,594.41,,.,1,594.41,594.41,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001053,15/07/2025,20/08/2025,601.34,,.,1,601.34,601.34,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000951,06/05/2025,20/06/2025,604.18,,.,1,604.18,604.18,211,BAS Excluded,0.0,,,,,,Draft,
PTA Ltd,,,,,,,,,,00000107,30/08/2023,20/09/2023,609.21,,.,1,609.21,609.21,210,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000714,24/01/2025,20/02/2025,615.05,,.,1,615.05,615.05,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000092,02/08/2023,20/09/2023,615.74,,.,1,615.74,615.74,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000282,21/02/2024,20/03/2024,615.94,,.,1,615.94,615.94,211,BAS Excluded,0.0,,,,,,Draft,
Mitre 10 MEGA Hamilton,,,,,,,,,,00000217,07/12/2023,20/01/2024,620.73,,.,1,620.73,620.73,210,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000062,21/07/2023,20/08/2023,625.6,,.,1,625.6,625.6,211,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000033,04/04/2023,20/05/2023,626.75,,.,1,626.75,626.75,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000281,13/02/2024,20/03/2024,630.2,,.,1,630.2,630.2,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00001400,16/01/2026,20/02/2026,632.51,,.,1,632.51,632.51,210,BAS Excluded,0.0,,,,,,Draft,
CT Business Solutions,,,,,,,,,,00000780,28/02/2025,20/03/2025,635.39,,.,1,635.39,635.39,313,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000590,04/10/2024,20/11/2024,638.78,,.,1,638.78,638.78,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000644,27/11/2024,20/12/2024,641.64,,.,1,641.64,641.64,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000668,09/12/2024,20/01/2025,650.9,,.,1,650.9,650.9,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001296,21/11/2025,20/12/2025,654.95,,.,1,654.95,654.95,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000432,09/07/2024,20/08/2024,656.33,,.,1,656.33,656.33,211,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000202,30/11/2023,20/12/2023,658.4,,.,1,658.4,658.4,313,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000326,29/03/2024,20/04/2024,661.25,,.,1,661.25,661.25,287,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000834,28/03/2025,20/04/2025,668.15,,.,1,668.15,668.15,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001116,15/08/2025,20/09/2025,669.09,,.,1,669.09,669.09,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000904,24/04/2025,20/05/2025,670.43,,.,1,670.43,670.43,210,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000097,09/08/2023,20/09/2023,676.15,,.,1,676.15,676.15,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000922,08/04/2025,20/05/2025,686.44,,.,1,686.44,686.44,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000325,31/03/2024,20/04/2024,690.0,,.,1,690.0,690.0,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000582,09/10/2024,20/11/2024,690.0,,.,1,690.0,690.0,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00001127,04/08/2025,20/09/2025,690.0,,.,1,690.0,690.0,210,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00001126,25/08/2025,30/09/2025,690.0,,.,1,690.0,690.0,210,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000286,13/02/2024,20/03/2024,691.75,,.,1,691.75,691.75,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001107,26/08/2025,20/09/2025,692.26,,.,1,692.26,692.26,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001164,21/08/2025,20/09/2025,698.22,,.,1,698.22,698.22,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000070,13/07/2023,20/08/2023,705.3,,.,1,705.3,705.3,211,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00000420,24/06/2024,20/07/2024,713.0,,.,1,713.0,713.0,458,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000081,05/08/2023,20/08/2023,713.0,,.,1,713.0,713.0,445,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00000606,03/10/2024,20/11/2024,713.0,,.,1,713.0,713.0,458,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000160,31/10/2023,30/11/2023,715.88,,.,1,715.88,715.88,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001360,04/12/2025,20/01/2026,723.87,,.,1,723.87,723.87,211,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000886,17/05/2024,20/06/2024,724.5,,.,1,724.5,724.5,246,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000811,20/03/2025,20/04/2025,728.55,,.,1,728.55,728.55,210,BAS Excluded,0.0,,,,,,Draft,
Firestop Centre Ltd,,,,,,,,,,00000949,30/05/2025,20/06/2025,735.74,,.,1,735.74,735.74,211,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00000421,24/06/2024,20/07/2024,736.0,,.,1,736.0,736.0,458,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000030,31/05/2023,20/06/2023,737.6,,Fuel,1,737.6,737.6,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001389,08/01/2026,20/02/2026,751.08,,.,1,751.08,751.08,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000283,28/02/2024,20/03/2024,758.49,,.,1,758.49,758.49,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000545,19/09/2024,20/10/2024,758.57,,.,1,758.57,758.57,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000131,25/09/2023,20/10/2023,767.89,,.,1,767.89,767.89,210,BAS Excluded,0.0,,,,,,Draft,
Te Rapa Tyre Centre,,,,,,,,,,00001280,26/11/2025,20/12/2025,770.0,,.,1,770.0,770.0,410,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000323,31/03/2024,20/04/2024,771.12,,.,1,771.12,771.12,313,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00001195,16/09/2025,20/10/2025,771.62,,.,1,771.62,771.62,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001290,14/11/2025,20/12/2025,774.3,,.,1,774.3,774.3,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000923,25/04/2025,20/05/2025,775.45,,.,1,775.45,775.45,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000057,31/07/2023,20/08/2023,778.26,,.,1,778.26,778.26,410,BAS Excluded,0.0,,,,,,Draft,
Mahana Graphics,,,,,,,,,,00000579,30/10/2024,19/11/2024,784.76,,.,1,784.76,784.76,410,BAS Excluded,0.0,,,,,,Draft,
Pickett Automotive,,,,,,,,,,00001257,06/10/2025,20/11/2025,788.0,,.,1,788.0,788.0,410,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000913,29/04/2025,20/05/2025,794.08,,.,1,794.08,794.08,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001342,01/12/2025,20/01/2026,795.24,,.,1,795.24,795.24,376,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000032,28/04/2023,20/05/2023,799.25,,.,1,799.25,799.25,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000324,11/03/2024,20/04/2024,814.2,,.,1,814.2,814.2,211,BAS Excluded,0.0,,,,,,Draft,
Pickett Automotive,,,,,,,,,,00000503,13/08/2024,20/09/2024,818.63,,.,1,818.63,818.63,410,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000734,22/01/2025,20/02/2025,820.73,,.,1,820.73,820.73,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00001065,14/07/2025,20/08/2025,820.94,,.,1,820.94,820.94,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000442,09/07/2024,20/08/2024,826.53,,.,1,826.53,826.53,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000619,26/11/2024,20/12/2024,826.59,,.,1,826.59,826.59,211,BAS Excluded,0.0,,,,,,Draft,
